Order_ID,Category,Region,Segment,Sales,Profit,Discount,Quantity,Customer_Rating,Delivery_Time_Days,Marketing_Spend,Competitor_Price_Index
123,Category_12,International,SME,4320.81,1222.7,0.19,2,2.4,1,885.78,0.92
124,Category_2,South,SME,1979.59,300.38,0.33,14,1.4,5,1026.96,0.86
125,Category_1,West,Government,1109.16,-239.28,0.24,10,3.4,13,1744.5,1.04
126,Category_16,North-East,SME,407.23,785.0,0.22,4,1.1,2,1592.76,0.83
127,Category_23,International,Consumer,4658.12,1478.16,0.35,6,3.2,10,1896.68,0.99
128,Category_23,East,Corporate,4433.13,1168.93,0.21,17,1.8,8,1400.59,0.89
129,Category_24,East,Corporate,423.46,880.62,0.02,6,3.3,11,391.77,1.11
130,Category_5,International,SME,3603.65,-280.58,0.24,9,4.6,9,1696.5,1.15
131,Category_3,Central,Enterprise,4691.53,418.08,0.12,16,4.1,6,1566.51,1.0
132,Category_12,East,Home Office,2983.35,81.66,0.13,18,1.3,9,185.73,1.0
133,Category_8,East,Home Office,3316.59,593.39,0.01,1,4.7,11,436.77,0.81
134,Category_22,Central,Home Office,3382.68,1287.76,0.3,2,3.2,4,1710.03,0.94
135,Category_3,North,Enterprise,1786.99,807.23,0.43,3,4.7,13,1155.7,1.07
136,Category_1,East,Government,2003.57,256.02,0.01,8,3.9,7,1855.39,0.98
137,Category_3,International,Enterprise,1900.85,380.88,0.28,8,1.5,10,1624.36,1.17
138,Category_5,Central,Government,1664.37,517.75,0.36,11,1.1,3,655.68,1.17
139,Category_15,South,SME,1556.95,1338.27,0.44,15,3.3,2,982.72,0.88
140,Category_14,South,SME,3529.13,345.91,0.38,5,1.9,13,1364.59,0.84
141,Category_3,West,Enterprise,4439.65,697.53,0.14,19,1.1,9,862.94,0.99
142,Category_1,North-East,Enterprise,3488.48,-440.5,0.45,14,1.7,7,1032.56,0.88
143,Category_5,Central,Consumer,2554.54,1087.11,0.04,5,3.6,2,353.3,0.84
144,Category_23,East,SME,2824.69,-168.3,0.19,13,3.2,8,990.98,1.15
145,Category_14,South,Consumer,2152.9,279.11,0.01,17,1.9,12,790.14,1.08
146,Category_7,North-East,SME,2558.18,730.68,0.14,10,2.4,5,564.37,0.88
147,Category_9,East,Enterprise,3349.59,1218.73,0.33,14,2.2,6,1993.03,0.86
148,Category_15,Central,Home Office,4229.14,551.17,0.12,16,3.4,10,503.26,1.2
149,Category_15,South,SME,639.24,398.41,0.19,5,3.5,2,1797.56,1.19
150,Category_10,West,SME,1031.81,1166.84,0.06,2,3.4,5,1870.34,1.01
151,Category_13,South,Enterprise,2821.46,826.67,0.06,8,3.0,13,1684.99,0.81
152,Category_19,International,Enterprise,4886.74,395.12,0.37,18,2.9,4,1832.85,1.07
153,Category_7,West,Enterprise,149.66,1374.37,0.11,6,3.2,7,1090.67,1.16
154,Category_17,International,Enterprise,4060.83,-50.86,0.26,19,1.0,12,1212.92,1.02
155,Category_20,Central,Corporate,1488.69,1425.12,0.14,7,2.0,6,821.23,0.81
156,Category_4,International,Consumer,533.84,1072.58,0.28,2,1.3,14,1411.4,1.13
157,Category_5,North,SME,4777.93,-257.17,0.05,17,3.4,8,606.33,0.94
158,Category_23,Central,Enterprise,1325.16,1144.05,0.31,10,1.1,11,1599.19,0.8
159,Category_7,West,Home Office,519.61,-385.77,0.47,6,1.9,11,88.58,0.88
160,Category_13,East,Consumer,1554.53,-174.91,0.3,15,4.5,11,387.03,1.02
161,Category_15,South,Government,3797.93,-150.83,0.2,14,5.0,4,603.27,1.17
162,Category_11,South,Government,1034.68,556.13,0.17,2,3.0,6,1337.26,0.85
163,Category_4,West,Enterprise,1317.36,244.08,0.09,15,3.1,13,1679.92,1.15
164,Category_13,South,Government,302.82,26.12,0.49,16,1.5,1,173.7,1.09
165,Category_7,West,Consumer,176.85,-119.11,0.2,18,3.4,7,130.44,1.05
166,Category_19,East,Corporate,506.3,1067.87,0.33,13,3.1,12,1296.93,0.83
167,Category_22,North,SME,1671.61,421.39,0.32,7,2.0,9,364.24,0.83
168,Category_2,Central,Corporate,2442.75,864.23,0.3,4,4.6,4,1074.37,1.12
169,Category_10,International,SME,3869.55,-364.21,0.37,11,2.6,2,1539.33,1.05
170,Category_13,East,SME,209.02,525.92,0.4,9,3.1,2,1245.6,0.89
171,Category_25,International,Enterprise,2434.24,473.7,0.4,6,3.4,12,397.45,0.96
172,Category_21,East,Consumer,2713.41,1208.26,0.29,13,4.7,3,349.48,0.83
173,Category_6,North-East,Enterprise,2513.35,-437.42,0.14,8,3.8,11,1085.55,1.09
174,Category_12,South,Consumer,3401.19,470.13,0.17,8,1.9,1,204.43,1.14
175,Category_12,South,Consumer,1649.8,128.79,0.17,6,3.1,9,1300.81,1.05
176,Category_20,North-East,Corporate,1200.07,-172.0,0.44,9,3.8,11,130.04,1.05
177,Category_11,North,Government,2098.87,405.02,0.26,1,2.0,14,868.89,1.04
178,Category_23,West,SME,1949.67,1239.98,0.34,12,2.5,8,1815.2,1.1
179,Category_25,North-East,Home Office,4808.05,1200.42,0.48,13,2.8,7,409.36,0.89
180,Category_7,West,Enterprise,4104.23,-365.75,0.21,14,1.3,4,1737.06,1.2
181,Category_1,East,Home Office,2947.28,418.26,0.22,18,3.0,1,634.98,1.11
182,Category_1,International,Corporate,1391.74,434.83,0.36,9,1.8,12,226.61,1.03
183,Category_25,East,Corporate,1655.83,-162.48,0.09,8,4.3,14,1767.49,0.83
184,Category_25,North-East,SME,4562.84,494.44,0.34,9,2.4,12,1419.57,1.08
185,Category_20,South,Consumer,1233.94,641.59,0.26,7,3.6,1,538.85,1.18
186,Category_13,International,SME,4387.12,199.34,0.28,13,2.7,3,1717.35,0.88
187,Category_9,West,Corporate,3765.45,1089.73,0.24,9,3.4,11,1060.08,1.15
188,Category_3,International,Corporate,3921.47,-243.6,0.25,12,4.5,6,552.45,0.96
189,Category_7,North-East,SME,2749.23,268.59,0.35,11,3.5,4,300.39,1.19
190,Category_6,North,Enterprise,2641.93,234.63,0.28,11,4.1,11,906.44,0.95
191,Category_8,International,Home Office,958.63,725.67,0.16,9,4.6,1,300.76,1.03
192,Category_9,North-East,Corporate,248.51,894.56,0.32,13,2.0,5,1973.94,1.03
193,Category_5,East,Enterprise,4338.01,1106.71,0.26,16,2.9,9,956.55,0.99
194,Category_1,North-East,Government,3271.35,1035.58,0.26,8,4.0,12,1225.57,1.12
195,Category_19,South,Consumer,2096.01,1101.36,0.07,16,2.1,11,1577.05,0.97
196,Category_10,Central,Corporate,4075.15,442.43,0.2,9,4.5,8,416.89,0.93
197,Category_12,Central,Government,313.09,453.44,0.18,6,4.3,6,1224.74,1.11
198,Category_24,Central,Corporate,2420.39,613.48,0.43,11,2.5,14,98.99,0.88
199,Category_15,Central,Enterprise,1914.4,-17.9,0.08,17,3.2,8,1141.93,0.95
200,Category_22,East,Government,2099.57,-338.76,0.22,19,1.1,6,248.41,0.84
201,Category_24,West,Government,1159.95,828.87,0.14,5,4.4,7,678.21,1.11
202,Category_9,West,Consumer,1651.79,594.05,0.49,10,2.3,6,325.34,0.82
203,Category_20,West,SME,1321.12,1391.8,0.23,10,1.1,6,1217.12,1.17
204,Category_17,North,Government,101.23,1106.14,0.3,6,4.4,11,549.77,0.9
205,Category_17,North,Home Office,3876.92,221.82,0.1,7,4.5,2,1402.29,0.9
206,Category_20,West,Government,3061.64,858.49,0.32,16,1.7,5,313.79,1.16
207,Category_12,East,Enterprise,3836.28,282.49,0.29,19,1.6,11,1462.5,1.19
208,Category_7,Central,Corporate,4061.9,809.05,0.28,19,3.4,12,174.75,0.98
209,Category_2,Central,SME,3517.51,-451.46,0.37,15,2.2,3,258.78,1.07
210,Category_3,International,Government,3735.07,910.89,0.45,17,2.2,12,994.14,1.09
211,Category_17,West,Enterprise,4691.37,333.31,0.26,6,3.1,6,1830.65,0.94
212,Category_5,South,Corporate,4332.48,-0.72,0.21,13,3.2,5,1660.32,0.86
213,Category_17,East,Consumer,1403.57,156.31,0.43,3,1.4,7,1848.13,0.94
214,Category_24,South,Consumer,133.95,773.58,0.42,12,1.8,14,891.02,1.11
215,Category_17,South,Consumer,1206.84,1228.21,0.16,12,3.3,9,631.0,0.85
216,Category_17,East,Government,328.06,-253.05,0.38,7,1.5,4,1138.34,0.89
217,Category_2,East,Government,1031.03,-84.14,0.27,11,4.9,4,550.74,0.86
218,Category_2,North,Government,3529.83,1106.1,0.13,4,1.3,6,840.76,1.16
219,Category_22,North,Consumer,150.0,-262.76,0.43,8,1.7,3,1013.61,0.83
220,Category_23,International,Enterprise,2039.45,-397.1,0.36,8,4.7,14,318.03,0.99
221,Category_5,Central,Enterprise,2088.11,-99.3,0.05,1,1.5,10,960.14,0.92
222,Category_1,North,Home Office,199.54,1084.04,0.14,13,2.3,9,1099.82,1.16
223,Category_1,International,Home Office,3593.25,-457.54,0.23,2,1.5,11,248.06,1.05
224,Category_19,South,Consumer,3217.74,1118.86,0.11,14,3.6,11,1516.04,1.09
225,Category_2,North-East,Government,3302.17,1221.07,0.13,15,2.9,12,800.33,1.18
226,Category_21,North-East,Consumer,2314.22,86.16,0.43,15,4.4,14,357.66,0.97
227,Category_12,East,Corporate,1040.46,1076.27,0.01,6,4.6,8,430.05,1.1
228,Category_6,North-East,SME,1570.57,-373.82,0.05,3,4.0,3,969.39,1.0
229,Category_23,North-East,Corporate,1955.46,180.51,0.37,5,1.4,12,1461.95,1.06
230,Category_4,International,Government,4814.4,611.06,0.15,19,1.9,3,484.2,1.04
231,Category_23,North-East,SME,2828.73,655.02,0.46,12,3.7,10,1871.27,1.15
232,Category_11,North-East,Corporate,2031.69,-216.6,0.07,1,3.0,11,1481.85,0.9
233,Category_24,Central,Consumer,4227.53,112.47,0.42,1,3.1,3,1679.48,0.95
234,Category_17,North-East,Enterprise,4307.9,1405.83,0.0,15,2.1,7,393.07,0.92
235,Category_6,North,SME,759.72,1229.77,0.3,7,3.0,3,1684.21,0.9
236,Category_24,North-East,Home Office,4369.08,1432.02,0.41,8,1.8,8,1766.02,1.17
237,Category_5,North-East,SME,3094.64,1408.56,0.26,11,1.2,10,243.56,1.1
238,Category_20,Central,Home Office,175.6,284.18,0.46,1,2.1,7,1776.43,1.15
239,Category_2,North-East,Home Office,2037.02,110.86,0.3,11,1.2,12,410.56,1.15
240,Category_6,West,SME,2562.62,1129.39,0.14,7,4.7,14,365.23,1.16
241,Category_22,North,Consumer,545.65,-318.43,0.45,5,2.2,3,852.46,1.17
242,Category_11,Central,Consumer,3535.75,1170.04,0.01,4,4.3,13,342.69,1.02
243,Category_16,East,Government,4870.62,1358.33,0.25,18,4.1,11,634.52,1.06
244,Category_16,South,Home Office,3297.77,210.08,0.1,7,4.5,9,1405.29,1.2
245,Category_1,East,Corporate,857.65,751.96,0.48,5,2.4,9,1149.0,1.07
246,Category_9,West,Government,654.48,481.01,0.47,12,1.4,2,370.91,1.02
247,Category_6,North,SME,927.72,-50.86,0.19,16,1.1,7,453.34,1.02
248,Category_16,North-East,Government,3680.13,1175.93,0.47,4,1.1,7,1656.05,1.02
249,Category_3,West,Government,2106.29,1338.44,0.45,7,4.3,8,1966.36,0.9
250,Category_20,South,Corporate,4057.57,243.4,0.19,12,3.1,7,71.41,0.99
251,Category_4,North,Corporate,2068.27,1476.0,0.26,7,3.4,6,1846.07,0.95
252,Category_19,North,SME,3881.34,1252.79,0.07,15,2.9,10,1173.8,1.13
253,Category_3,South,Corporate,259.56,757.01,0.06,17,1.1,6,1943.98,0.8
254,Category_19,West,Consumer,572.43,-399.17,0.33,14,1.7,8,1766.07,1.05
255,Category_20,North-East,Consumer,2339.7,1319.91,0.13,15,4.8,12,1901.16,0.87
256,Category_7,East,Home Office,754.76,509.97,0.46,10,1.1,14,1018.14,1.03
257,Category_20,South,Government,1904.58,-0.36,0.18,12,1.5,8,1029.02,0.94
258,Category_9,Central,Home Office,2331.21,525.38,0.45,13,2.0,2,506.25,0.96
259,Category_1,East,SME,2537.24,688.42,0.12,2,2.8,13,127.74,0.89
260,Category_8,International,Corporate,1843.04,258.75,0.15,2,4.1,9,1643.12,0.92
261,Category_7,North,SME,2733.82,594.57,0.18,4,1.8,3,1961.18,0.97
262,Category_18,South,Home Office,2412.22,-319.35,0.07,10,2.2,11,547.22,0.96
263,Category_8,South,SME,191.46,-276.06,0.31,7,3.7,1,159.26,1.15
264,Category_1,International,Corporate,437.94,-287.17,0.31,17,3.8,11,192.54,0.89
265,Category_11,Central,Home Office,1558.84,397.64,0.39,8,1.8,8,1169.59,0.95
266,Category_25,International,Home Office,3650.11,406.58,0.04,11,3.1,4,695.39,0.99
267,Category_25,International,Enterprise,317.13,990.18,0.02,3,3.0,11,1691.61,0.85
268,Category_18,West,SME,1614.31,-101.55,0.23,6,1.6,2,627.5,0.87
269,Category_23,North-East,SME,2082.07,-372.36,0.12,16,3.4,7,139.72,1.12
270,Category_10,North-East,Home Office,229.7,759.7,0.08,14,1.1,6,462.09,0.84
271,Category_3,Central,Enterprise,2234.47,347.86,0.48,16,4.1,1,1461.41,1.07
272,Category_7,International,Home Office,3359.15,-215.39,0.34,6,1.1,11,698.6,1.19
273,Category_16,Central,Home Office,4126.43,136.39,0.31,6,4.5,8,929.89,0.85
274,Category_16,West,Consumer,4970.92,1293.39,0.23,17,4.1,1,1482.43,1.07
275,Category_25,North,Enterprise,1607.62,367.75,0.07,8,4.2,10,809.73,0.82
276,Category_20,South,Home Office,1721.97,1202.3,0.47,13,1.4,4,1951.02,0.93
277,Category_17,International,Enterprise,4902.27,-341.54,0.18,3,3.7,6,1846.46,0.8
278,Category_2,East,SME,3182.15,171.53,0.4,6,2.9,9,95.15,1.19
279,Category_1,North,Enterprise,3390.2,752.32,0.06,15,5.0,2,902.35,1.11
280,Category_16,North,SME,4207.11,956.85,0.44,5,4.6,12,726.7,1.18
281,Category_12,North,Enterprise,4948.79,404.81,0.42,4,4.0,12,848.76,0.97
282,Category_5,East,Enterprise,4458.15,357.32,0.36,6,2.3,10,1444.93,1.1
283,Category_5,South,SME,3563.88,689.49,0.45,3,3.1,13,1299.45,0.97
284,Category_23,North,Government,888.8,1032.22,0.33,8,2.7,6,787.76,1.12
285,Category_9,Central,Government,3081.57,-313.21,0.27,8,1.7,5,744.64,0.88
286,Category_9,East,Government,2340.66,729.3,0.12,2,4.7,14,1129.69,0.88
287,Category_3,North-East,Enterprise,1314.87,153.59,0.49,1,4.2,12,1881.54,0.97
288,Category_19,West,SME,4143.71,1472.8,0.26,15,2.8,6,255.59,0.86
289,Category_16,North-East,Home Office,4229.8,587.52,0.3,6,3.5,10,1533.31,0.88
290,Category_16,South,Consumer,3231.95,115.81,0.32,19,1.6,13,63.61,1.04
291,Category_3,Central,Corporate,549.27,21.08,0.03,10,2.1,10,948.43,1.05
292,Category_20,East,Corporate,4472.31,1315.77,0.07,11,4.7,6,1494.5,0.85
293,Category_24,East,Government,2177.17,317.26,0.24,14,4.0,4,805.12,1.11
294,Category_22,North-East,Corporate,3411.91,1460.93,0.48,11,2.7,10,1460.45,1.05
295,Category_24,West,Government,2480.82,97.65,0.03,9,3.4,9,739.05,1.14
296,Category_1,East,SME,4532.78,-252.3,0.1,4,4.0,9,1249.83,1.17
297,Category_24,South,Home Office,370.54,416.68,0.47,14,3.6,12,428.42,0.88
298,Category_20,Central,Corporate,3532.11,1230.99,0.1,16,1.4,10,1964.09,1.0
299,Category_11,East,Home Office,4128.26,200.68,0.17,11,3.4,4,1768.51,1.04
300,Category_17,West,Corporate,1862.95,1453.59,0.47,14,2.4,7,1286.17,1.04
301,Category_8,South,Corporate,4237.36,585.28,0.17,4,2.0,1,1889.13,1.18
302,Category_4,East,Consumer,121.8,1175.21,0.18,16,4.0,2,326.25,0.95
303,Category_6,North,SME,220.21,-282.01,0.07,18,2.6,13,177.95,1.12
304,Category_8,North,SME,3848.39,-152.04,0.39,4,1.6,6,805.69,1.01
305,Category_20,International,Government,4085.62,167.61,0.28,13,1.2,1,1830.54,1.15
306,Category_3,International,Government,3844.58,259.96,0.48,13,1.0,3,1371.59,0.86
307,Category_16,West,Enterprise,2327.21,652.93,0.27,14,4.3,1,414.19,1.07
308,Category_25,North,Consumer,3285.8,633.88,0.42,10,3.6,8,1058.96,0.92
309,Category_3,North,Government,3353.2,1173.21,0.19,15,2.7,12,1089.0,1.19
310,Category_25,International,Enterprise,3919.0,752.73,0.46,15,4.7,1,346.1,0.94
311,Category_18,South,Enterprise,4102.19,547.16,0.26,12,1.9,14,1157.55,0.92
312,Category_14,South,Consumer,4981.29,758.38,0.44,13,4.8,5,1526.49,1.04
313,Category_18,North-East,Government,4347.84,108.98,0.49,7,1.3,3,1476.23,1.16
314,Category_2,Central,Enterprise,1257.99,1055.78,0.03,19,1.5,14,1784.79,0.95
315,Category_22,Central,Consumer,429.68,298.58,0.14,2,2.6,11,1867.1,1.08
316,Category_3,Central,Government,3172.04,959.14,0.26,5,2.1,7,235.13,1.14
317,Category_16,South,Consumer,3655.99,902.59,0.47,12,4.9,14,445.54,1.02
